sick_cd_3,sick_cd_4,sick_desc_kor,sick_desc_eng,gender,age_limit_u,age_limit_l
Q50,,"난소, 난관 및 넓은인대의 선천기형","Congenital malformations of ovaries, fallopian tubes and broad ligaments",2,,
Q50,Q500,난소의 선천결여,Congenital absence of ovary,2,,
Q50,Q501,발달성 난소낭,Developmental ovarian cyst,2,,
Q50,Q502,난소의 선천염전,Congenital torsion of ovary,2,,
Q50,Q503,난소의 기타 선천기형,Other congenital malformations of ovary,2,,
Q50,Q504,난관의 배아성 낭,Embryonic cyst of fallopian tube,2,,
Q50,Q505,넓은인대의 배아성 낭,Embryonic cyst of broad ligament,2,,
Q50,Q506,난관 및 넓은인대의 기타 선천기형,Other congenital malformations of fallopian tube and broad ligament,2,,
Q51,,자궁 및 자궁경부의 선천기형,Congenital malformations of uterus and cervix,2,,
Q51,Q510,자궁의 무발생 및 무형성,Agenesis and aplasia of uterus,2,,
Q51,Q511,자궁경부 및 질의 중복을 동반한 자궁의 중복,Doubling of uterus with doubling of cervix and vagina,2,,
Q51,Q512,자궁의 기타 중복,Other doubling of uterus,2,,
Q51,Q513,쌍각자궁,Bicornate uterus,2,,
Q51,Q514,단각자궁,Unicornate uterus,2,,
Q51,Q515,자궁경부의 무발생 및 무형성,Agenesis and aplasia of cervix,2,,
Q51,Q516,자궁경부의 배아성 낭,Embryonic cyst of cervix,2,,
Q51,Q517,자궁과 소화기와 요로 사이의 선천루,Congenital fistulae between uterus and digestive and urinary tracts,2,,
Q51,Q518,자궁 및 자궁경부의 기타 선천기형,Other congenital malformations of uterus and cervix,2,,
Q51,Q519,자궁 및 자궁경부의 상세불명의 선천기형,"Congenital malformation of uterus and cervix, unspecified",2,,
Q52,,여성생식기의 기타 선천기형,Other congenital malformations of female genitalia,2,,
Q52,Q520,질의 선천결여,Congenital absence of vagina,2,,
Q52,Q521,질의 중복,Doubling of vagina,2,,
Q52,Q522,선천성 직장질루,Congenital rectovaginal fistula,2,,
Q52,Q523,폐쇄처녀막,Imperforate hymen,2,,
Q52,Q524,질의 기타 선천기형,Other congenital malformations of vagina,2,,
Q52,Q525,음순의 유합,Fusion of labia,2,,
Q52,Q526,음핵의 선천기형,Congenital malformation of clitoris,2,,
Q52,Q527,외음의 기타 선천기형,Other congenital malformations of vulva,2,,
Q52,Q528,여성생식기의 기타 명시된 선천기형,Other specified congenital malformations of female genitalia,2,,
Q52,Q529,여성생식기의 상세불명의 선천기형,"Congenital malformation of female genitalia, unspecified",2,,
Q53,,미하강고환,Undescended testicle,1,,
Q53,Q530,이소고환,Ectopic testis,1,,
Q53,Q531,한쪽 미하강고환,"Undescended testicle, unilateral",1,,
Q53,Q532,양쪽 미하강고환,"Undescended testicle, bilateral",1,,
Q53,Q539,상세불명의 미하강고환,"Undescended testicle, unspecified",1,,
Q54,,요도하열,Hypospadias,1,,
Q54,Q540,귀두부 요도하열,"Hypospadias, balanic",1,,
Q54,Q541,음경부 요도하열,"Hypospadias, penile",1,,
Q54,Q542,음경음낭부 요도하열,"Hypospadias, penoscrotal",1,,
Q54,Q543,회음부 요도하열,"Hypospadias, perineal",1,,
Q54,Q544,선천성 음경굽음,Congenital chordee,1,,
Q54,Q548,기타 요도하열,Other hypospadias,1,,
Q54,Q549,상세불명의 요도하열,"Hypospadias, unspecified",1,,
Q55,,남성생식기관의 기타 선천기형,Other congenital malformations of male genital organs,1,,
Q55,Q550,고환의 결여 및 무형성,Absence and aplasia of testis,1,,
Q55,Q551,고환 및 음낭의 형성저하,Hypoplasia of testis and scrotum,1,,
Q55,Q552,고환 및 음낭의 기타 선천기형,Other congenital malformations of testis and scrotum,1,,
Q55,Q553,정관의 폐쇄,Atresia of vas deferens,1,,
Q55,Q554,"정관, 부고환, 정낭 및 전립선의 기타 선천기형","Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate",1,,
Q55,Q555,음경의 선천결여 및 무형성,Congenital absence and aplasia of penis,1,,
Q55,Q556,음경의 기타 선천기형,Other congenital malformations of penis,1,,
Q55,Q558,남성생식기관의 기타 명시된 선천기형,Other specified congenital malformations of male genital organs,1,,
Q55,Q559,남성생식기관의 상세불명의 선천기형,"Congenital malformation of male genital organ, unspecified",1,,
Q56,,불확정 성 및 거짓반음양증,Indeterminate sex and pseudohermaphroditism,,,
Q56,Q560,달리 분류되지 않은 반음양증,"Hermaphroditism, NEC",,,
Q56,Q561,달리 분류되지 않은 남성거짓반음양증,"Male pseudohermaphroditism, NEC",,,
Q56,Q562,달리 분류되지 않은 여성거짓반음양증,"Female pseudohermaphroditism, NEC",,,
Q56,Q563,상세불명의 거짓반음양증,"Pseudohermaphroditism, unspecified",,,
Q56,Q564,상세불명의 불확정 성,"Indeterminate sex, unspecified",,,
Q60,,신장무발생 및 신장의 기타 감소결손,Renal agenesis and other reduction defects of kidney,,,
Q60,Q600,한쪽 신장무발생,"Renal agenesis, unilateral",,,
Q60,Q601,양쪽 신장무발생,"Renal agenesis, bilateral",,,
Q60,Q602,상세불명의 신장무발생,"Renal agenesis, unspecified",,,
Q60,Q603,한쪽 신장형성저하,"Renal hypoplasia, unilateral",,,
Q60,Q604,양쪽 신장형성저하,"Renal hypoplasia, bilateral",,,
Q60,Q605,상세불명의 신장형성저하,"Renal hypoplasia, unspecified",,,
Q60,Q606,포터증후군,Potter’s syndrome,,,
Q61,,낭성 신장병,Cystic kidney disease,,,
Q61,Q610,선천성 단일신장낭,Congenital single renal cyst,,,
Q61,Q611,"다낭성 신장, 보통염색체열성","Polycystic kidney, autosomal recessive",,,
Q61,Q612,"다낭성 신장, 보통염색체우성","Polycystic kidney, autosomal dominant",,,
Q61,Q613,상세불명의 다낭성 신장,"Polycystic kidney, unspecified",,,
Q61,Q614,신장형성이상,Renal dysplasia,,,
Q61,Q615,수질낭성 신장,Medullary cystic kidney,,,
Q61,Q618,기타 낭성 신장병,Other cystic kidney diseases,,,
Q61,Q619,상세불명의 낭성 신장병,"Cystic kidney disease, unspecified",,,
Q62,,신우의 선천성 폐색성 결손 및 요관의 선천기형,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,,,
Q62,Q620,선천수신증,Congenital hydronephrosis,,,
Q62,Q621,요관의 폐쇄 및 협착,Atresia and stenosis of ureter,,,
Q62,Q622,선천성 거대요관,Congenital megaloureter,,,
Q62,Q623,신우 및 요관의 기타 폐색성 결손,Other obstructive defects of renal pelvis and ureter,,,
Q62,Q624,요관의 무발생,Agenesis of ureter,,,
Q62,Q625,요관의 중복,Duplication of ureter,,,
Q62,Q626,요관의 위치이상,Malposition of ureter,,,
Q62,Q627,선천성 방광-요관-신장역류,Congenital vesico-uretero-renal reflux,,,
Q62,Q628,요관의 기타 선천기형,Other congenital malformations of ureter,,,
Q63,,신장의 기타 선천기형,Other congenital malformations of kidney,,,
Q63,Q630,부신장,Accessory kidney,,,
Q63,Q631,"분엽성, 융합성 및 말굽형 신장","Lobulated, fused and horseshoe kidney",,,
Q63,Q632,이소신장,Ectopic kidney,,,
Q63,Q633,증식성 및 거대 신장,Hyperplastic and giant kidney,,,
Q63,Q638,신장의 기타 명시된 선천기형,Other specified congenital malformations of kidney,,,
Q63,Q639,상세불명의 신장의 선천기형,"Congenital malformation of kidney, unspecified",,,
Q64,,비뇨계통의 기타 선천기형,Other congenital malformations of urinary system,,,
Q64,Q640,요도상렬,Epispadias,,,
Q64,Q641,방광외반,Exstrophy of urinary bladder,,,
Q64,Q642,선천성 후부요도판막,Congenital posterior urethral valves,,,
Q64,Q643,요도 및 방광경부의 기타 폐쇄 및 협착,Other atresia and stenosis of urethra and bladder neck,,,
Q64,Q644,요막관의 기형,Malformation of urachus,,,
Q64,Q645,방광 및 요도의 선천결여,Congenital absence of bladder and urethra,,,
Q64,Q646,방광의 선천게실,Congenital diverticulum of bladder,,,
Q64,Q647,방광 및 요도의 기타 선천기형,Other congenital malformations of bladder and urethra,,,
Q64,Q648,비뇨계통의 기타 명시된 선천기형,Other specified congenital malformations of urinary system,,,
Q64,Q649,비뇨계통의 상세불명의 선천기형,"Congenital malformation of urinary system, unspecified",,,
Q65,,고관절의 선천변형,Congenital deformities of hip,,,
Q65,Q650,한쪽 고관절의 선천탈구,"Congenital dislocation of hip, unilateral",,,
Q65,Q651,양쪽 고관절의 선천탈구,"Congenital dislocation of hip, bilateral",,,
Q65,Q652,상세불명의 고관절의 선천탈구,"Congenital dislocation of hip, unspecified",,,
Q65,Q653,한쪽 고관절의 선천부분탈구,"Congenital subluxation of hip, unilateral",,,
Q65,Q654,양쪽 고관절의 선천부분탈구,"Congenital subluxation of hip, bilateral",,,
Q65,Q655,상세불명의 고관절의 선천부분탈구,"Congenital subluxation of hip, unspecified",,,
Q65,Q656,불안정 고관절,Unstable hip,,,
Q65,Q658,고관절의 기타 선천변형,Other congenital deformities of hip,,,
Q65,Q659,고관절의 상세불명의 선천변형,"Congenital deformity of hip, unspecified",,,
Q66,,발의 선천변형,Congenital deformities of feet,,,
Q66,Q660,내반첨족,Talipes equinovarus,,,
Q66,Q661,종골내반족,Talipes calcaneovarus,,,
Q66,Q662,내반중족,Metatarsus varus,,,
Q66,Q663,발의 기타 선천성 내반변형,Other congenital varus deformities of feet,,,
Q66,Q664,외반구족,Talipes calcaneovalgus,,,
Q66,Q665,선천편평족,Congenital pes planus,,,
Q66,Q666,발의 기타 선천성 외반변형,Other congenital valgus deformities of feet,,,
Q66,Q667,요족,Pes cavus,,,
Q66,Q668,발의 기타 선천변형,Other congenital deformities of feet,,,
Q66,Q669,발의 상세불명의 선천변형,"Congenital deformity of feet, unspecified",,,
Q67,,"머리, 얼굴, 척추 및 흉부의 선천성 근골격변형","Congenital musculoskeletal deformities of head, face, spine and chest",,,
Q67,Q670,얼굴비대칭,Facial asymmetry,,,
Q67,Q671,압축얼굴,Compression facies,,,
Q67,Q672,장두증(長頭症),Dolichocephaly,,,
Q67,Q673,쏠린머리증,Plagiocephaly,,,
Q67,Q674,"두개골, 얼굴 및 턱의 기타 선천변형","Other congenital deformities of skull, face and jaw",,,
Q67,Q675,척추의 선천변형,Congenital deformity of spine,,,
Q67,Q676,누두흉,Pectus excavatum,,,
Q67,Q677,새가슴,Pectus carinatum,,,
Q67,Q678,흉부의 기타 선천변형,Other congenital deformities of chest,,,
Q68,,기타 선천성 근골격변형,Other congenital musculoskeletal deformities,,,
Q68,Q680,흉쇄유돌근의 선천변형,Congenital deformity of sternocleidomastoid muscle,,,
Q68,Q681,손의 선천변형,Congenital deformity of hand,,,
Q68,Q682,무릎의 선천변형,Congenital deformity of knee,,,
Q68,Q683,대퇴골의 선천성 만곡,Congenital bowing of femur,,,
Q68,Q684,경골 및 비골의 선천성 만곡,Congenital bowing of tibia and fibula,,,
Q68,Q685,상세불명의 다리의 긴뼈의 선천성 만곡,"Congenital bowing of long bones of leg, unspecified",,,
Q68,Q688,기타 명시된 선천성 근골격변형,Other specified congenital musculoskeletal deformities,,,
Q69,,다지증,Polydactyly,,,
Q69,Q690,덧손가락,Accessory finger(s),,,
Q69,Q691,덧엄지손가락,Accessory thumb(s),,,
Q69,Q692,덧발가락,Accessory toe(s),,,
Q69,Q699,상세불명의 다지증,"Polydactyly, unspecified",,,
Q70,,합지증,Syndactyly,,,
Q70,Q700,융합된 손가락,Fused fingers,,,
Q70,Q701,막으로 붙은 손가락,Webbed fingers,,,
Q70,Q702,융합된 발가락,Fused toes,,,
Q70,Q703,막으로 붙은 발가락,Webbed toes,,,
Q70,Q704,다지유합증,Polysyndactyly,,,
Q70,Q709,상세불명의 합지증,"Syndactyly, unspecified",,,
Q71,,팔의 감소결손,Reduction defects of upper limb,,,
Q71,Q710,팔의 선천성 완전결여,Congenital complete absence of upper limb(s),,,
Q71,Q711,손이 있는 위팔 및 아래팔의 선천결여,Congenital absence of upper arm and forearm with hand present,,,
Q71,Q712,아래팔 및 손 모두의 선천결여,Congenital absence of both forearm and hand,,,
Q71,Q713,손 및 손가락의 선천결여,Congenital absence of hand and finger(s),,,
Q71,Q714,요골의 종적 감소결손,Longitudinal reduction defect of radius,,,
Q71,Q715,척골의 종적 감소결손,Longitudinal reduction defect of ulna,,,
Q71,Q716,바다가재집게손,Lobster-claw hand,,,
Q71,Q718,팔의 기타 감소결손,Other reduction defects of upper limb(s),,,
Q71,Q719,팔의 상세불명의 감소결손,"Reduction defect of upper limb, unspecified",,,
Q72,,다리의 감소결손,Reduction defects of lower limb,,,
Q72,Q720,다리의 선천성 완전결여,Congenital complete absence of lower limb(s),,,
Q72,Q721,발이 있는 대퇴 및 하퇴의 선천결여,Congenital absence of thigh and lower leg with foot present,,,
Q72,Q722,하퇴 및 발 모두의 선천결여,Congenital absence of both lower leg and foot,,,
Q72,Q723,발 및 발가락의 선천결여,Congenital absence of foot and toe(s),,,
Q72,Q724,대퇴골의 종적 감소결손,Longitudinal reduction defect of femur,,,
Q72,Q725,경골의 종적 감소결손,Longitudinal reduction defect of tibia,,,
Q72,Q726,비골의 종적 감소결손,Longitudinal reduction defect of fibula,,,
Q72,Q727,분리족,Split foot,,,
Q72,Q728,다리의 기타 감소결손,Other reduction defects of lower limb(s),,,
Q72,Q729,다리의 상세불명의 감소결손,"Reduction defect of lower limb, unspecified",,,
Q73,,상세불명 사지의 감소결손,Reduction defects of unspecified limb,,,
Q73,Q730,상세불명 사지의 선천결여,Congenital absence of unspecified limb(s),,,
Q73,Q731,상세불명 사지의 바다표범사지증,"Phocomelia, unspecified limb(s)",,,
Q73,Q738,상세불명 사지의 기타 감소결손,Other reduction defects of unspecified limb(s),,,
Q74,,사지의 기타 선천기형,Other congenital malformations of limb(s),,,
Q74,Q740,견갑대를 포함한 팔의 기타 선천기형,"Other congenital malformations of upper limb(s), including shoulder girdle",,,
Q74,Q741,무릎의 선천기형,Congenital malformation of knee,,,
Q74,Q742,골반대를 포함한 다리의 기타 선천기형,"Other congenital malformations of lower limb(s), including pelvic girdle",,,
Q74,Q743,선천성 다발관절만곡증,Arthrogryposis multiplex congenita,,,
Q74,Q748,사지의 기타 명시된 선천기형,Other specified congenital malformations of limb(s),,,
Q74,Q749,사지의 상세불명의 선천기형,Unspecified congenital malformation of limb(s),,,
Q75,,두개골 및 안면골의 기타 선천기형,Other congenital malformations of skull and face bones,,,
Q75,Q750,두개골유합,Craniosynostosis,,,
Q75,Q751,두개안면골이골증,Craniofacial dysostosis,,,
Q75,Q752,양안격리증,Hypertelorism,,,
Q75,Q753,대두증,Macrocephaly,,,
Q75,Q754,하악안면골이골증,Mandibulofacial dysostosis,,,
Q75,Q755,안하악골이골증,Oculomandibular dysostosis,,,
Q75,Q758,두개골 및 안면골의 기타 명시된 선천기형,Other specified congenital malformations of skull and face bones,,,
Q75,Q759,두개골 및 안면골의 상세불명의 선천기형,"Congenital malformation of skull and face bones, unspecified",,,
Q76,,척추 및 골성 흉곽의 선천기형,Congenital malformations of spine and bony thorax,,,
Q76,Q760,잠재성 이분척추,Spina bifida occulta,,,
Q76,Q761,클리펠-파일증후군,Klippel-Feil syndrome,,,
Q76,Q762,선천성 척추전방전위증,Congenital spondylolisthesis,,,
Q76,Q763,선천성 골기형으로 인한 선천성 척주측만증,Congenital scoliosis due to congenital bony malformation,,,
Q76,Q764,척주측만증과 관련 없는 척추의 기타 선천기형,"Other congenital malformations of spine, not associated with scoliosis",,,
